实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
11414,XM外汇,79.0,2018-03-25,2018-01-30,"负面舆情多；
经营异常多；
",,不详,网络外汇,,,江苏,淮安,工司,数据库,10%,20%,3,27,35%,34,80%,0,不详,1,85%,0,0
2600,秒钱,77.0,2018-03-25,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,福建,厦门,平台,网贷之家,不详,不详,3,762,95%,17,不详,0,不详,0,不详,0,0
1297,钱牛牛,76.0,2018-03-25,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,,,平台,网贷之家,8%,不详,3,109,80%,18,60%,0,不详,0,不详,0,0
16976,鹰联资产管家,76.0,2018-03-25,2018-01-30,"负面舆情多；
经营异常多；
",无,不详,"互联网资产管理,催收",无,无,广东,广州,工司,数据库,不详,不详,3,6,40%,15,80%,0,不详,1,85%,0,1
169,甬巨金服,75.0,2018-03-25,2018-01-30,暂无,,不详,,,,上海,上海,平台,网贷之家,不详,不详,3,32,不详,25,不详,0,不详,0,不详,0,0
1755,聚兴财富,75.0,2018-03-25,2018-03-18,暂无,,不详,网络借贷,,提现困难,,,平台,网贷之家,不详,不详,3,4,不详,11,不详,0,不详,0,不详,0,0
2345,融易贷（陕）,75.0,2018-03-25,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,不详,不详,3,95,80%,13,70%,0,不详,1,85%,0,0
2500,融易贷（豫）,75.0,2018-03-25,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,不详,不详,3,95,80%,13,70%,0,不详,1,85%,0,0
13534,e收宝,75.0,2018-03-25,2018-03-18,暂无,,不详,催收,,,北京,朝阳,工司,数据库,不详,不详,3,0,不详,13,不详,0,不详,0,不详,0,0
18017,融易贷,75.0,2018-03-25,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,提现困难,广东,深圳,工司,数据库,不详,不详,3,95,80%,13,70%,0,不详,1,85%,0,0
20438,向钱贷,75.0,2018-03-25,2018-01-30,"负面舆情多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,60,55%,44,90%,0,不详,1,85%,0,0
25809,美美理财,75.0,2018-03-25,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,156,85%,12,不详,0,不详,0,不详,0,0
1113,金晟创投,74.0,2018-03-25,2018-01-10,暂无,,不详,"互联网资产管理,网络借贷",,,山西,太原,平台,网贷之家,15%,70%,3,0,不详,6,不详,0,不详,0,不详,0,0
507,宏高财富,72.0,2018-03-25,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,提现困难,江苏,常州,平台,网贷之家,15%,65%,3,348,不详,8,不详,1,80%,0,不详,0,0
2062,蓝色金服,72.0,2018-03-25,2018-03-25,"经营异常多；
",,不详,网络借贷,,,山东,济南,平台,网贷之家,12%,40%,3,50,65%,0,不详,0,不详,1,85%,0,0
2174,徽嘉金融,71.0,2018-03-25,2018-01-10,暂无,,不详,网络借贷,,停业,上海,上海,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
288,小树时代理财,70.0,2018-03-25,2018-01-30,暂无,,不详,"网络借贷,互联网消费金融",,无,广东,深圳,平台,网贷之家,15%,65%,3,273,60%,0,不详,0,不详,0,不详,0,1
253,网汇贷,69.0,2018-03-25,2018-03-25,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,10%,25%,3,26,50%,1,不详,0,不详,0,不详,0,0
27150,汇付天下,69.0,2018-03-25,2018-01-30,"诉讼记录多；
煽动性广告多；
",无,大,"第三方支付,网络借贷",无,无,上海,上海,工司,数据库,不详,不详,3,583,90%,11,60%,33,95%,0,不详,1,0
23448,嘉联支付,68.0,2018-03-25,2018-01-30,暂无,无,不详,第三方支付,无,无,河南,郑州,工司,数据库,不详,不详,3,59,70%,10,65%,0,不详,0,不详,0,1
2239,虹腾财富,65.0,2018-03-25,2018-03-18,暂无,,不详,网络借贷,,提现困难,浙江,,平台,网贷之家,不详,不详,3,1,不详,8,不详,0,不详,0,不详,0,0
13061,债易收,65.0,2018-03-25,2018-03-18,暂无,,不详,催收,,,湖南,长沙,工司,数据库,不详,不详,3,4,30%,8,55%,0,不详,0,不详,0,0
994,央金所,64.0,2018-03-25,2018-03-25,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,8%,5%,3,82,75%,6,不详,0,不详,0,不详,0,0
2102,中投融,64.0,2018-03-25,2018-03-25,"诉讼记录多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,8%,5%,3,2,不详,0,不详,2,85%,0,不详,0,0
2137,蜜蜂财富,64.0,2018-03-25,2018-01-10,暂无,,不详,网络借贷,,,天津,天津,平台,网贷之家,14%,65%,3,1,不详,2,不详,0,不详,0,不详,0,0
25518,宜学贷,64.0,2018-03-25,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,北京,朝阳,工司,数据库,不详,不详,3,1,不详,4,55%,29,95%,0,不详,0,0
3677,宝富国际,62.0,2018-03-25,2018-01-30,暂无,,不详,"网络外汇,交易所",,,云南,红河,工司,数据库,不详,不详,3,111,75%,10,55%,0,不详,0,不详,0,0
24545,点对点,62.0,2018-03-25,2018-01-30,"诉讼记录多；
煽动性广告多；
",无,大,金融超市,无,无,北京,北京,工司,数据库,不详,不详,3,193,90%,2,30%,2,85%,0,不详,1,0
25999,巨石强森,62.0,2018-03-25,2018-03-18,"煽动性广告多；
",,不详,网络众筹,,,四川,成都,工司,数据库,不详,不详,3,336,95%,7,75%,0,不详,0,不详,0,0
26291,盛付通,62.0,2018-03-25,2018-03-25,"诉讼记录多；
",,不详,第三方支付,,,上海,上海,工司,数据库,不详,不详,3,24,45%,12,45%,32,95%,0,不详,0,0
1102,国泰财富,59.0,2018-03-25,2018-03-18,暂无,,不详,,,,山东,淄博,平台,网贷之家,不详,不详,3,2,不详,22,45%,0,不详,0,不详,0,0
3981,华融财富,59.0,2018-03-25,2018-03-18,暂无,,不详,互联网证券,,,上海,上海,工司,数据库,不详,不详,3,12,不详,7,不详,0,不详,0,不详,0,0
5657,钱脉,59.0,2018-03-25,2018-03-18,"煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,270,80%,6,65%,0,不详,0,不详,0,0
6354,云理财,59.0,2018-03-25,2018-03-25,暂无,,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,158,60%,6,30%,0,不详,0,不详,0,0
17158,豆豆钱,59.0,2018-03-25,2018-01-30,"诉讼记录多；
",无,大,网络借贷,无,无,上海,上海,工司,数据库,不详,不详,3,27,45%,10,70%,1,80%,0,不详,1,0
7633,贷款超市,58.0,2018-03-25,2018-03-18,暂无,,不详,网络借贷,,,山东,青岛,工司,数据库,不详,不详,3,47,65%,6,不详,0,不详,0,不详,0,0
23758,金窝窝,57.0,2018-03-25,2018-02-25,暂无,,不详,网络借贷,,,四川,成都,工司,数据库,13%,55%,3,81,75%,0,不详,0,不详,0,不详,0,0
1225,优聚投,56.0,2018-03-25,2018-01-10,暂无,,不详,网络借贷,,,北京,朝阳,平台,网贷之家,13%,55%,3,104,50%,0,不详,0,不详,0,不详,0,0
2565,联璧金融,56.0,2018-03-25,2018-01-10,"煽动性广告多；
",无,小,网络借贷,无,无,上海,上海,平台,网贷之家,不详,不详,3,464,90%,7,60%,0,不详,0,不详,1,0
4140,易融资本,56.0,2018-03-25,2018-01-30,暂无,,不详,互联网资产管理,,,上海,上海,工司,数据库,不详,不详,3,17,不详,7,60%,0,不详,0,不详,0,0
20941,上海红酒交易中心,56.0,2018-03-25,2018-03-18,暂无,,不详,交易所,,,江苏,南京,工司,数据库,不详,不详,3,3,不详,33,不详,0,不详,0,不详,0,0
22486,盛投网,56.0,2018-03-25,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,21,不详,15,60%,0,不详,1,85%,0,0
188,万利金融,53.0,2018-03-25,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,湖南,长沙,平台,网贷之家,13%,50%,3,8,不详,0,不详,3,85%,0,不详,0,0
716,帮投网,53.0,2018-03-25,2018-01-10,暂无,,不详,"网络借贷,互联网期货",,,江苏,南京,平台,网贷之家,不详,不详,3,93,70%,4,55%,0,不详,0,不详,0,0
1112,分利宝,53.0,2018-03-25,2018-01-10,暂无,,不详,"网络借贷,互联网资产管理",,,,,平台,网贷之家,不详,不详,3,16,65%,4,45%,0,不详,0,不详,0,0
7082,桑善金服,53.0,2018-03-25,2018-01-30,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,3,不详,11,70%,0,不详,0,不详,0,0
478,皓添金融,52.0,2018-03-25,2018-01-30,"经营异常多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,12%,50%,3,17,20%,0,不详,0,不详,1,85%,0,0
323,惠众金融,51.0,2018-03-25,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,江西,赣州,平台,网贷之家,12%,65%,3,29,65%,2,30%,2,85%,0,不详,0,0
304,丁丁金服,50.0,2018-03-25,2018-01-30,"诉讼记录多；
",,不详,,,,山东,济南,平台,网贷之家,12%,50%,3,92,75%,4,不详,2,85%,0,不详,0,0
1832,申鼎理财,50.0,2018-03-25,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,455,80%,1,不详,0,不详,0,不详,0,0
2724,爱融汇,50.0,2018-03-25,2018-01-30,暂无,,不详,网络借贷,,,,,平台,网贷之家,12%,40%,3,0,不详,66,60%,0,不详,0,不详,0,0
3994,新国都,50.0,2018-03-25,2018-03-18,"煽动性广告多；
",,不详,第三方支付,,,广东,深圳,工司,数据库,3%,不详,3,156,85%,3,不详,0,不详,0,不详,0,0
4413,和讯,50.0,2018-03-25,2018-01-30,"煽动性广告多；
",,不详,互联网期货,,,北京,北京,工司,数据库,不详,不详,3,389,95%,19,75%,0,不详,0,不详,0,0
6143,交易大师,50.0,2018-03-25,2018-01-30,"煽动性广告多；
",,不详,互联网期货,,,上海,上海,工司,数据库,不详,不详,3,131,80%,10,70%,0,不详,0,不详,0,0
7147,快扫码,50.0,2018-03-25,2018-03-18,"煽动性广告多；
",,不详,第三方支付,,,广东,深圳,工司,数据库,不详,不详,3,689,95%,4,不详,0,不详,0,不详,0,0
9141,存金钱包,50.0,2018-03-25,2018-01-30,暂无,,不详,交易所,,,广东,深圳,工司,数据库,不详,不详,3,24,70%,6,65%,0,不详,0,不详,0,0
12606,钱猫吧,50.0,2018-03-25,2018-03-18,暂无,,不详,"网络借贷,互联网资产管理",,,北京,北京,工司,数据库,12%,40%,3,1,不详,0,不详,0,不详,0,不详,0,0
13056,青岛华银,50.0,2018-03-25,2018-03-18,"诉讼记录多；
",,不详,微盘,,,山东,青岛,工司,数据库,不详,不详,3,2,不详,3,30%,5,90%,0,不详,0,0
14342,君银投资,50.0,2018-03-25,2018-03-18,暂无,,不详,"互联网证券,互联网资产管理",,,上海,上海,工司,数据库,不详,不详,3,2,20%,3,45%,0,不详,0,不详,0,0
16634,米袋理财,50.0,2018-03-25,2018-03-18,暂无,,不详,"网络借贷,门户导航,互联网资产管理",,,上海,上海,工司,数据库,不详,不详,3,0,不详,3,不详,0,不详,0,不详,0,0
19080,新浪支付,50.0,2018-03-25,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,"第三方支付,暂存疑",,,北京,北京,工司,数据库,不详,不详,3,296,80%,3,不详,7,90%,0,不详,0,0
23265,财员外,50.0,2018-03-25,2018-01-30,暂无,,不详,网络借贷,,,湖北,武汉,工司,数据库,12%,40%,3,3,不详,0,不详,0,不详,0,不详,0,0
24477,普拉斯,50.0,2018-03-25,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,"网络众筹,虚拟货币,交易所",,,广东,珠海,工司,数据库,不详,不详,3,178,85%,3,65%,0,不详,1,85%,0,0
25417,绿麻雀,50.0,2018-03-25,2018-03-18,暂无,,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,31,55%,3,不详,0,不详,0,不详,0,0
23983,资产网,80.0,2018-03-18,2018-01-30,"负面舆情多；
",,不详,交易所,,,浙江,杭州,工司,数据库,不详,不详,3,18,55%,24,80%,0,不详,0,不详,0,0
1779,美银,75.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,不详,不详,3,635,95%,3,不详,0,不详,0,不详,0,0
2026,创客金融,75.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,10%,25%,3,704,95%,12,不详,0,不详,0,不详,0,0
1330,通通贷,70.0,2018-03-18,2018-03-18,暂无,,不详,网络借贷,,,重庆,重庆,平台,网贷之家,11%,30%,3,0,不详,0,不详,0,不详,0,不详,0,0
1923,积木盒子,69.0,2018-03-18,2018-03-18,"煽动性广告多；
存在担保承诺；",,不详,"金融超市,网络借贷,互联网资产管理",,,北京,北京,平台,网贷之家,10%,15%,1,233,85%,10,45%,0,不详,0,不详,0,0
2472,牛娃互联网金融,68.0,2018-03-18,2018-01-10,暂无,,不详,N,,,上海,上海,平台,网贷之家,11%,65%,3,0,不详,1,不详,0,不详,0,不详,0,0
1336,八戒宝,67.0,2018-03-18,2018-03-18,暂无,,不详,"网络众筹,网络借贷",,提现困难,北京,北京,平台,网贷之家,9%,10%,3,1,不详,0,不详,0,不详,0,不详,0,0
103,阳光钱包,65.0,2018-03-18,2018-03-18,暂无,,不详,,,,北京,朝阳,平台,网贷之家,8%,不详,3,1,不详,0,不详,0,不详,0,不详,0,0
26892,87汇财,64.0,2018-03-18,2018-03-18,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,9%,10%,3,0,不详,0,不详,0,不详,0,不详,0,0
386,美美金融,62.0,2018-03-18,2018-03-18,暂无,,不详,,,,北京,北京,平台,网贷之家,10%,20%,3,13,55%,0,不详,0,不详,0,不详,0,0
13375,零钱包,62.0,2018-03-18,2018-01-30,"煽动性广告多；
",,不详,第三方支付,,,广东,深圳,工司,数据库,不详,不详,3,494,95%,1,不详,0,不详,0,不详,0,0
47,星金所,60.0,2018-03-18,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,8%,5%,3,0,不详,0,不详,0,不详,0,不详,0,0
50,拓天速贷,60.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,10%,25%,3,571,95%,1,不详,0,不详,0,不详,0,0
1622,信和大金融,60.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,北京,朝阳,平台,网贷之家,8%,5%,3,86,80%,7,60%,0,不详,0,不详,0,0
2200,泰然金融,60.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,浙江,杭州,平台,网贷之家,9%,15%,3,299,90%,8,不详,0,不详,0,不详,0,0
379,钱婆婆,59.0,2018-03-18,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,9%,10%,3,7,20%,0,不详,1,80%,0,不详,0,0
24352,点理财,59.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,良性退出,上海,上海,平台,网贷之家,7%,不详,3,158,85%,2,不详,0,不详,0,不详,0,0
129,实在贷,57.0,2018-03-18,2018-03-18,"经营异常多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,11%,30%,3,0,不详,0,不详,0,不详,1,85%,0,0
1185,便民投,57.0,2018-03-18,2018-03-18,"经营异常多；
",,不详,网络借贷,,,辽宁,大连,平台,网贷之家,8%,不详,3,7,30%,0,不详,0,不详,1,85%,0,0
203,袋鼠妈妈,54.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,江苏,无锡,平台,网贷之家,9%,10%,3,343,95%,0,不详,0,不详,0,不详,0,0
28483,顺发投资,54.0,2018-03-18,2018-03-18,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,0,不详,2,30%,0,不详,0,不详,0,0
21797,米咖,53.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,金融超市,,,四川,成都,工司,数据库,不详,不详,3,127,85%,4,不详,0,不详,0,不详,0,0
977,捷创贷,50.0,2018-03-18,2018-01-30,"诉讼记录多；
",,不详,,,,浙江,杭州,平台,网贷之家,12%,55%,3,0,不详,0,不详,1,80%,0,不详,0,0
26031,摩点网,50.0,2018-03-18,2018-03-18,"煽动性广告多；
",,不详,网络众筹,,,北京,北京,工司,数据库,不详,不详,3,290,85%,0,不详,0,不详,0,不详,0,0
26573,今借到,88.4881,2018-03-11,2018-01-30,"负面舆情多；
煽动性广告多；
",无,不详,网络借贷,无,无,北京,北京,工司,数据库,不详,不详,3,193,90%,58,90%,0,不详,0,不详,0,1
274,邦帮堂,88.0952,2018-03-11,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,7%,不详,3,364,85%,71,90%,2,85%,0,不详,0,0
946,365易贷,84.185,2018-03-11,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,江苏,南京,平台,网贷之家,12%,50%,3,68,70%,5,30%,7,90%,0,不详,0,0
25234,ok贷,81.0,2018-03-11,2018-02-25,暂无,,不详,网络借贷,,,四川,成都,工司,数据库,不详,不详,3,73,75%,0,不详,0,不详,0,不详,0,0
1019,58车贷,75.0,2018-03-11,2018-01-10,"诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,网络借贷,,,湖南,长沙,平台,网贷之家,10%,25%,3,162,85%,10,65%,3,85%,1,85%,0,0
26850,优分期,70.0,2018-03-11,2018-01-30,暂无,,小,"互联网消费金融,网络借贷",金融业或类金融业,违规催收,北京,朝阳,工司,数据库,不详,不详,3,29,55%,14,65%,0,不详,0,不详,1,0
2061,平方理财,69.5,2018-03-11,2018-01-10,暂无,,不详,网络借贷,,,福建,福州,平台,网贷之家,不详,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
348,多啦理财,65.0,2018-03-11,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,60%,3,10,20%,0,不详,0,不详,0,不详,0,0
1927,信用宝,65.0,2018-03-11,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,231,90%,9,65%,0,不详,1,85%,0,0
11894,薛掌柜,61.1667,2018-03-11,2018-01-30,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,8%,5%,3,32,60%,0,不详,0,不详,0,不详,0,0
28283,E路邑贷,60.8333,2018-03-11,2018-02-25,暂无,,不详,网络借贷,,,陕西,西安,工司,数据库,不详,不详,3,2,20%,0,不详,0,不详,0,不详,0,0
914,联连理财,59.9,2018-03-11,2018-01-30,暂无,,不详,网络借贷,,,上海,,平台,网贷之家,不详,60%,3,23,35%,2,不详,0,不详,0,不详,0,0
1902,51信托,58.1667,2018-03-11,2018-01-10,暂无,,不详,互联网信托,,,四川,成都,平台,网贷之家,8%,5%,3,0,不详,0,不详,0,不详,0,不详,0,0
2467,鼠贷金融,55.7,2018-03-11,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,50%,3,83,75%,0,不详,0,不详,0,不详,0,0
1897,升值贷,54.5,2018-03-11,2018-01-10,暂无,,不详,网络借贷,,停业,广东,深圳,平台,网贷之家,不详,50%,3,1,不详,0,不详,0,不详,0,不详,0,0
2433,淘珠网,54.5,2018-03-11,2018-01-10,暂无,,不详,N,,,河北,秦皇岛,平台,网贷之家,不详,不详,3,0,不详,0,不详,0,不详,0,不详,0,0
981,惠恩资本,53.975,2018-03-11,2018-01-30,暂无,,不详,网络借贷,,,新疆,乌鲁木齐,平台,网贷之家,12%,50%,3,14,50%,0,不详,0,不详,0,不详,0,0
1939,固金所,52.475,2018-03-11,2018-01-10,暂无,,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,12%,50%,3,26,50%,0,不详,0,不详,0,不详,0,0
1643,惠富天下,51.575,2018-03-11,2018-01-10,暂无,,不详,网络借贷,,,湖南,长沙,平台,网贷之家,11%,40%,3,136,75%,0,不详,0,不详,0,不详,0,0
1999,念钱安,50.225,2018-03-11,2018-01-10,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,浙江,杭州,平台,网贷之家,11%,50%,3,512,90%,2,不详,0,不详,0,不详,0,0
1079,财富N次方,50.0,2018-03-11,2018-01-30,"经营异常多；
",,不详,网络借贷,,,河南,郑州,平台,网贷之家,不详,40%,3,1,不详,0,不详,0,不详,1,85%,0,0
25577,PPmoney,50.0,2018-03-11,2018-01-30,"煽动性广告多；
",,不详,"互联网基金销售,网络借贷,互联网资产管理",,,广东,广州,工司,数据库,7%,不详,3,688,95%,1,55%,0,不详,0,不详,0,0
5115,贷款,96.0,2018-03-04,2018-02-25,暂无,,不详,网络借贷,,,,,项目,数据库,6%,不详,3,0,不详,0,70%,0,不详,0,不详,0,0
2755,新常态金服,82.1429,2018-02-25,2018-01-30,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,524,35%,162,不详,0,不详,0,不详,0,0
475,品胜财富,98.0,2018-02-04,2018-01-10,"收益率过高；
经营异常多；
",,不详,,,,山东,济南,平台,网贷之家,38%,95%,3,0,不详,0,不详,0,不详,1,85%,0,0
676,百凯祺投资,98.0,2018-02-04,2018-01-10,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,,,,广东,梅州,平台,网贷之家,30%,95%,3,0,不详,0,不详,1,80%,1,85%,0,0
