实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
25569,比特币交易网,53.125,2018-04-08,2018-04-01,"经营异常多；
",,不详,虚拟货币,,,北京,朝阳,工司,数据库,不详,不详,3,36,50%,7,不详,0,不详,1,85%,0,0
25612,金投网,53.125,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络外汇,,,浙江,杭州,工司,数据库,不详,不详,3,318,80%,6,不详,1,80%,0,不详,0,0
25722,零零期,53.125,2018-04-08,2018-01-30,暂无,无,不详,互联网消费金融,无,无,浙江,杭州,工司,数据库,不详,不详,3,54,65%,19,75%,0,不详,0,不详,0,1
26252,海科融通,53.125,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,第三方支付,,,北京,北京,工司,数据库,不详,不详,3,223,80%,5,不详,4,90%,0,不详,0,0
26352,百度金融,53.125,2018-04-08,2018-04-08,"诉讼记录多；
煽动性广告多；
",,不详,"网络众筹,互联网基金销售,网络借贷",,,北京,北京,工司,数据库,不详,不详,3,150,85%,14,65%,97,95%,0,不详,0,0
26623,投友圈,53.125,2018-04-08,2018-03-25,暂无,,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,13,50%,5,不详,0,不详,0,不详,0,0
28221,捷越联合,53.125,2018-04-08,2018-02-25,"诉讼记录多；
",,不详,"网络借贷,互联网保险",,,北京,北京,工司,数据库,不详,不详,3,8,40%,5,30%,69,95%,0,不详,0,0
28529,嘉柏利,52.5833,2018-04-08,2018-03-18,暂无,,不详,,,,,,平台,网贷之家,1%,不详,3,4,不详,28,不详,0,不详,0,不详,0,0
9574,龙腾华人财富,51.8077,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,提现困难,浙江,温州,工司,数据库,不详,不详,3,1,不详,54,不详,0,不详,0,不详,0,0
24774,盛投资,51.8077,2018-04-08,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,江苏,南京,工司,数据库,不详,不详,3,127,85%,25,85%,0,不详,0,不详,0,0
15699,加息盒子,51.5,2018-04-08,2018-01-30,暂无,,不详,金融超市,,,浙江,杭州,工司,数据库,不详,不详,3,6,20%,3,45%,0,不详,0,不详,0,0
12729,国付,51.0,2018-04-08,2018-03-18,"负面舆情多；
",,不详,第三方支付,,,广东,广州,工司,数据库,不详,不详,3,169,70%,130,90%,0,不详,0,不详,0,0
912,联金所,50.525,2018-04-08,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,93,75%,2,30%,0,不详,0,不详,0,0
1074,鄂汇金融,50.075,2018-04-08,2018-01-31,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,12%,55%,3,14,45%,0,不详,0,不详,0,不详,0,0
7341,江西合晟商品交易中心,50.0625,2018-04-08,2018-01-30,暂无,,不详,交易所,,,河北,石家庄,工司,数据库,不详,不详,3,1,不详,4,不详,0,不详,0,不详,0,0
403,融借宝,50.0,2018-04-08,2018-03-18,"经营异常多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,不详,不详,3,7,不详,4,不详,0,不详,1,85%,0,0
427,暴雪金融,50.0,2018-04-08,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,上海,,平台,网贷之家,不详,不详,3,1,不详,4,不详,1,80%,0,不详,0,0
445,速溶360,50.0,2018-04-08,2018-01-10,暂无,无,小,网络借贷,无,无,上海,上海,平台,网贷之家,不详,不详,3,21,50%,4,不详,0,不详,0,不详,1,0
631,雪山贷,50.0,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,10%,25%,3,160,60%,7,不详,5,90%,0,不详,0,0
837,掌众财富,50.0,2018-04-08,2018-03-18,存在担保承诺；,,不详,网络借贷,,,北京,北京,平台,网贷之家,不详,不详,2,57,60%,4,不详,0,不详,0,不详,0,0
1100,君融贷,50.0,2018-04-08,2018-03-25,暂无,,不详,网络借贷,,,辽宁,大连,平台,网贷之家,9%,10%,3,46,70%,10,不详,0,不详,0,不详,0,0
1305,吉乐车理财,50.0,2018-04-08,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,40%,3,1,不详,0,不详,0,不详,0,不详,0,0
1922,向上金服,50.0,2018-04-08,2018-03-18,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,北京,北京,平台,网贷之家,12%,40%,3,193,95%,6,不详,0,不详,0,不详,0,0
1975,海融易,50.0,2018-04-08,2018-01-10,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,山东,青岛,平台,网贷之家,7%,不详,3,125,80%,3,45%,0,不详,0,不详,0,0
1982,三农金服,50.0,2018-04-08,2018-03-18,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,广东,深圳,平台,网贷之家,不详,不详,3,98,85%,5,45%,0,不详,0,不详,0,0
2047,石头理财,50.0,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,19,不详,28,30%,0,不详,0,不详,0,0
2118,小袋理财,50.0,2018-04-08,2018-03-18,暂无,,不详,"互联网消费金融,网络借贷,互联网资产管理",,无,上海,,平台,网贷之家,不详,不详,3,2,不详,3,不详,0,不详,0,不详,0,1
2409,牛币网,50.0,2018-04-08,2018-03-18,"经营异常多；
",,不详,"网络借贷,虚拟货币,互联网资产管理",,,江苏,常州,平台,网贷之家,8%,5%,3,9,不详,5,55%,0,不详,1,85%,0,0
2611,小灰熊金服,50.0,2018-04-08,2018-04-01,暂无,,不详,,,,浙江,杭州,平台,网贷之家,不详,不详,3,20,不详,6,不详,0,不详,0,不详,0,0
5067,中资厚德,50.0,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,互联网证券,,,北京,朝阳,工司,数据库,不详,不详,3,6,不详,3,不详,2,85%,0,不详,0,0
5185,易云付,50.0,2018-04-08,2018-01-30,暂无,,不详,第三方支付,,,河南,周口,工司,数据库,不详,不详,3,0,不详,3,不详,0,不详,0,不详,0,0
5265,新智谷,50.0,2018-04-08,2018-01-30,"经营异常多；
",,不详,交易所,,,浙江,湖州,工司,数据库,不详,不详,3,0,不详,3,不详,0,不详,1,85%,0,0
7077,卡拉卡,50.0,2018-04-08,2018-04-08,暂无,,不详,第三方支付,,,四川,成都,工司,数据库,不详,不详,3,195,75%,9,60%,0,不详,0,不详,0,0
7111,原始股权,50.0,2018-04-08,2018-03-18,暂无,,不详,门户导航,,,上海,上海,工司,数据库,不详,不详,3,100,70%,15,75%,0,不详,0,不详,0,0
8890,大通金融,50.0,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,82,75%,3,45%,0,不详,0,不详,0,0
8921,新时代,50.0,2018-04-08,2018-04-08,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,130,80%,3,55%,0,不详,0,不详,0,0
10874,奢分期,50.0,2018-04-08,2018-01-30,"经营异常多；
",,不详,互联网消费金融,,无,广东,广州,工司,数据库,不详,不详,3,266,55%,6,45%,0,不详,1,85%,0,1
11812,人人理财,50.0,2018-04-08,2018-03-18,暂无,,不详,互联网资产管理,,,北京,朝阳,工司,数据库,不详,不详,3,7,20%,3,30%,0,不详,0,不详,0,0
11973,北京大宗商品交易所,50.0,2018-04-08,2018-04-01,暂无,,不详,交易所,,,北京,朝阳,工司,数据库,不详,不详,3,0,不详,30,不详,0,不详,0,不详,0,0
13112,鼎诺,50.0,2018-04-08,2018-01-30,暂无,,不详,互联网基金销售,,,河南,郑州,工司,数据库,不详,不详,3,31,20%,3,45%,0,不详,0,不详,0,0
13272,宇贝黄金,50.0,2018-04-08,2018-04-08,暂无,,不详,交易所,,,广东,深圳,工司,数据库,不详,不详,3,27,40%,3,不详,0,不详,0,不详,0,0
13552,花无忧,50.0,2018-04-08,2018-01-30,"诉讼记录多；
经营异常多；
",null,小,网络借贷,无,无,浙江,杭州,工司,数据库,不详,不详,3,6,30%,3,45%,1,80%,1,85%,1,0
14553,土土金服,50.0,2018-04-08,2018-01-30,暂无,,不详,网络借贷,,预警,浙江,温州,工司,数据库,不详,不详,3,1,不详,5,45%,0,不详,0,不详,0,0
14804,阿凡商品现货交易中心,50.0,2018-04-08,2018-01-30,"诉讼记录多；
",,不详,"微盘,交易所",,,湖南,长沙,工司,数据库,不详,不详,3,0,不详,3,不详,2,85%,0,不详,0,0
16987,银盛支付,50.0,2018-04-08,2018-04-01,暂无,,不详,暂存疑,,,广东,深圳,工司,数据库,不详,不详,3,26,70%,6,55%,0,不详,0,不详,0,0
17888,九州期货,50.0,2018-04-08,2018-01-30,"诉讼记录多；
",,不详,互联网期货,,,北京,北京,工司,数据库,不详,不详,3,3,不详,6,不详,7,90%,0,不详,0,0
18132,君盛投资,50.0,2018-04-08,2018-03-18,暂无,,不详,互联网基金销售,,,广东,深圳,工司,数据库,不详,不详,3,35,60%,3,不详,0,不详,0,不详,0,0
18157,银河微盘,50.0,2018-04-08,2018-04-01,暂无,,不详,微盘,,,上海,上海,工司,数据库,不详,不详,3,10,20%,3,不详,0,不详,0,不详,0,0
19227,币众筹,50.0,2018-04-08,2018-04-01,"经营异常多；
",,不详,"虚拟货币,网络众筹",,,浙江,杭州,工司,数据库,不详,不详,3,44,70%,4,30%,0,不详,1,85%,0,0
21026,恒易贷,50.0,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,114,65%,4,不详,22,95%,0,不详,0,0
21263,普惠众信,50.0,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,辽宁,大连,工司,数据库,不详,不详,3,3,不详,5,不详,0,不详,0,不详,0,0
21670,湖南纬德,50.0,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,"交易所,微盘",,,湖南,长沙,工司,数据库,不详,不详,3,8,20%,4,不详,21,95%,0,不详,0,0
22133,布丁小贷,50.0,2018-04-08,2018-01-30,暂无,,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,18,55%,5,60%,0,不详,0,不详,0,0
22143,活期宝,50.0,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,互联网基金销售,,,上海,上海,工司,数据库,不详,不详,3,630,90%,5,30%,1,80%,0,不详,1,0
24041,道理财,50.0,2018-04-08,2018-03-18,"诉讼记录多；
存在担保承诺；",,不详,网络借贷,,,湖北,武汉,工司,数据库,不详,不详,1,560,50%,8,不详,7,90%,0,不详,0,0
24207,好买,50.0,2018-04-08,2018-04-08,"诉讼记录多；
煽动性广告多；
",,不详,"互联网基金销售,网络银行,互联网资产管理,金融超市",,,上海,上海,工司,数据库,不详,不详,3,278,90%,3,55%,1,80%,0,不详,0,0
24492,佣金宝,50.0,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,互联网证券,,无,四川,成都,工司,数据库,不详,不详,3,117,75%,4,45%,29,95%,0,不详,0,1
25146,全球网,50.0,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,110,80%,4,不详,3,85%,0,不详,0,0
27912,中航信托,50.0,2018-04-08,2018-04-08,"诉讼记录多；
",,不详,"互联网信托,互联网资产管理",,无,江西,南昌,工司,数据库,不详,不详,3,81,75%,6,不详,50,95%,0,不详,0,1
28549,悟空单车,50.0,2018-04-08,2018-03-11,暂无,,小,,,无,重庆,重庆,工司,人工导入,不详,不详,3,18,70%,3,45%,0,不详,0,不详,1,0
5144,华宇,98.9286,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
收益率过高；
",,不详,网络借贷,,,吉林,长春,工司,数据库,25%,90%,3,117,90%,12,90%,0,不详,0,不详,0,0
1361,春鹏易贷,98.5,2018-04-01,2018-01-10,"诉讼记录多；
收益率过高；
",,不详,,,提现困难,浙江,,平台,网贷之家,37%,95%,3,0,不详,0,不详,1,80%,0,不详,0,0
2524,玖富,98.0,2018-04-01,2018-01-10,"负面舆情多；
诉讼记录多；
煽动性广告多；
收益率过高；
",,不详,N,,无,北京,朝阳,平台,网贷之家,36%,95%,3,196,90%,181,95%,18,90%,0,不详,0,1
19878,钱宝,98.0,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
收益率过高；
经营异常多；
",,大,"暂存疑,第三方支付",,无,上海,上海,工司,数据库,40%,95%,3,179,85%,264,95%,0,不详,1,85%,2,0
25227,恒昌财富,98.0,2018-04-01,2018-01-30,"诉讼记录多；
收益率过高；
",,不详,,,,北京,北京,工司,数据库,40%,95%,3,53,60%,32,75%,22,95%,0,不详,0,0
4031,华泰金融,96.8571,2018-04-01,2018-01-30,"煽动性广告多；
收益率过高；
经营异常多；
",,不详,互联网资产管理,,,浙江,杭州,平台,网贷之家,25%,90%,3,293,85%,0,不详,0,不详,1,85%,0,0
1055,金钥匙（浙）,96.5,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
收益率过高；
经营异常多；
",,不详,,,,浙江,衢州,平台,网贷之家,20%,85%,3,284,95%,8,80%,0,不详,1,85%,0,0
2468,车行金服,93.335,2018-04-01,2018-04-01,暂无,,不详,网络借贷,,预警,广东,深圳,平台,网贷之家,20%,不详,3,51,不详,3,不详,0,不详,0,不详,0,0
11408,投睿,87.5,2018-04-01,2018-01-30,"收益率过高；
",无,不详,网络外汇,无,无,上海,上海,工司,数据库,30%,95%,3,97,75%,1,不详,0,不详,0,不详,0,1
8087,和信,85.4,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,186,85%,78,95%,0,不详,0,不详,0,0
2115,好时代（京）,83.0,2018-04-01,2018-03-18,暂无,,不详,,,,上海,上海,平台,网贷之家,9%,15%,3,35,75%,31,不详,0,不详,0,不详,0,0
22236,点赞,83.0,2018-04-01,2018-03-18,"诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,网络众筹,,,上海,上海,工司,数据库,不详,不详,3,512,95%,31,不详,1,80%,1,85%,0,0
5037,码头,82.3125,2018-04-01,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,辽宁,大连,工司,数据库,不详,不详,3,245,90%,10,55%,1,80%,0,不详,0,0
4763,找贷款,79.1875,2018-04-01,2018-04-01,暂无,,不详,门户导航,,,浙江,宁波,工司,数据库,不详,不详,3,14,45%,9,30%,0,不详,0,不详,0,0
11672,债物通,75.8,2018-04-01,2018-03-18,暂无,,不详,互联网资产管理,,,北京,北京,工司,数据库,不详,不详,3,8,45%,13,75%,0,不详,0,不详,0,0
1813,沙小僧,75.4,2018-04-01,2018-03-18,暂无,,不详,"互联网资产管理,网络借贷",,,北京,朝阳,平台,网贷之家,12%,40%,3,63,40%,12,不详,0,不详,0,不详,0,0
6831,真会投,75.4,2018-04-01,2018-03-18,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,14,不详,12,不详,0,不详,0,不详,0,0
16269,品汇国际,75.4,2018-04-01,2018-03-18,暂无,,不详,"交易所,互联网资产管理",,,北京,朝阳,工司,数据库,不详,不详,3,12,20%,16,不详,0,不详,0,不详,0,0
5295,汤姆森金融,74.6875,2018-04-01,2018-01-30,暂无,,不详,互联网资产管理,,,,,工司,数据库,不详,不详,3,0,不详,6,65%,0,不详,0,不详,0,0
2664,鑫亿金服,74.5,2018-04-01,2018-03-25,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,0,不详,5,不详,0,不详,0,不详,0,0
5392,创业联盟,74.5,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,广东,广州,工司,数据库,不详,不详,3,230,90%,13,不详,0,不详,0,不详,0,0
15272,树叶,74.5,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络众筹,,,宁夏,银川,工司,数据库,不详,不详,3,306,95%,3,45%,0,不详,0,不详,0,0
17328,满堂红,74.5,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,江苏,无锡,工司,数据库,不详,不详,3,356,90%,3,45%,0,不详,0,不详,0,0
20498,北交所福丽特邮币交易平台,74.5,2018-04-01,2018-01-30,暂无,,不详,微盘,,,北京,北京,工司,数据库,不详,不详,3,3,不详,3,30%,0,不详,0,不详,0,0
1285,皖乾商贷,74.05,2018-04-01,2018-01-10,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,17%,75%,3,61,70%,7,不详,0,不详,0,不详,0,0
2688,花生票号,73.0,2018-04-01,2018-03-18,暂无,,不详,"互联网资产管理,网络借贷",,,北京,朝阳,平台,网贷之家,不详,不详,3,3,不详,5,60%,0,不详,0,不详,0,0
7474,优选,73.0,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,互联网消费金融,,无,安徽,合肥,工司,数据库,不详,不详,3,182,85%,5,60%,0,不详,0,不详,0,1
5119,信诚恒通,72.5,2018-04-01,2018-02-25,暂无,,不详,"互联网资产管理,网络借贷",,,河北,唐山,工司,数据库,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
22212,拼吧,71.6875,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,,,,上海,上海,工司,数据库,不详,不详,3,252,90%,6,65%,0,不详,0,不详,0,0
11796,互金预警网,71.0,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,门户导航,,,宁夏,银川,工司,数据库,14%,60%,3,201,85%,341,95%,0,不详,0,不详,0,0
21343,海西商品交易所,70.1875,2018-04-01,2018-01-30,"经营异常多；
",,不详,交易所,,,四川,德阳,工司,数据库,不详,不详,3,7,不详,7,65%,0,不详,1,85%,0,0
6275,鑫融宝,68.75,2018-04-01,2018-01-30,暂无,,不详,互联网资产管理,,平台诈骗,上海,上海,平台,网贷之家,不详,不详,3,2,不详,14,70%,0,不详,0,不详,0,0
15648,湘楚嘉华,68.75,2018-04-01,2018-01-30,"经营异常多；
",,不详,"微盘,交易所",,,湖南,长沙,工司,数据库,不详,不详,3,32,35%,10,30%,0,不详,1,85%,0,0
25937,梦立方,68.75,2018-04-01,2018-01-30,"经营异常多；
",无,不详,网络众筹,无,无,四川,成都,工司,数据库,不详,不详,3,25,55%,9,75%,0,不详,1,85%,0,1
1789,一点钱,65.625,2018-04-01,2018-04-01,"煽动性广告多；
",,不详,,,,广东,深圳,平台,网贷之家,9%,15%,3,66,80%,8,55%,0,不详,0,不详,0,0
7905,财富柜,65.625,2018-04-01,2018-03-18,暂无,,不详,网络借贷,,,上海,,工司,数据库,不详,不详,3,89,45%,9,75%,0,不详,0,不详,0,0
17150,钱袋宝,65.625,2018-04-01,2018-01-30,暂无,,不详,"第三方支付,暂存疑",,,北京,北京,工司,数据库,不详,不详,3,4,35%,9,75%,0,不详,0,不详,0,0
675,周转贷,63.5,2018-04-01,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,贵州,铜仁,平台,网贷之家,14%,60%,3,468,95%,0,不详,0,不详,0,不详,0,0
5342,信中,63.0625,2018-04-01,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,江西,萍乡,工司,数据库,不详,不详,3,189,80%,10,75%,0,不详,0,不详,0,0
5688,鑫联盟,62.0,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,安徽,合肥,工司,数据库,不详,不详,3,281,90%,8,45%,0,不详,0,不详,0,0
6389,人人期指,62.0,2018-04-01,2018-03-18,暂无,,不详,互联网证券,,,河南,郑州,工司,数据库,不详,不详,3,61,60%,2,不详,0,不详,0,不详,0,0
7428,安行,62.0,2018-04-01,2018-04-01,"煽动性广告多；
",,不详,互联网保险,,,山东,烟台,工司,数据库,不详,不详,3,197,85%,3,不详,0,不详,0,不详,0,0
24282,聚金网,62.0,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,交易所,,,湖北,武汉,工司,数据库,不详,不详,3,377,85%,2,不详,0,不详,0,不详,0,0
14931,钱车网,61.6667,2018-04-01,2018-01-30,暂无,,不详,网络众筹,,,山东,济南,工司,数据库,8%,5%,3,17,不详,0,不详,0,不详,0,不详,0,0
18472,钱程无忧,60.6875,2018-04-01,2018-04-01,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,390,95%,13,60%,2,85%,0,不详,0,0
1856,一起好,60.5,2018-04-01,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,13%,60%,3,74,85%,0,不详,0,不详,0,不详,0,0
4151,时代网,60.5,2018-04-01,2018-04-01,暂无,,不详,网络借贷,,,江苏,苏州,工司,数据库,不详,不详,3,39,70%,2,30%,0,不详,0,不详,0,0
12579,浪淘沙,59.375,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,第三方支付,,,四川,成都,工司,数据库,不详,不详,3,221,90%,6,不详,0,不详,0,不详,0,0
15502,聚享游,59.375,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,非法集资,,,新疆,伊犁,工司,数据库,不详,不详,3,615,80%,6,不详,0,不详,0,不详,0,0
18580,安易贷,59.375,2018-04-01,2018-01-30,暂无,,不详,网络借贷,,,上海,,工司,数据库,不详,不详,3,156,65%,11,70%,0,不详,0,不详,0,0
26601,泰康人寿,58.9167,2018-04-01,2018-04-01,"诉讼记录多；
煽动性广告多；
",,不详,互联网保险,,,北京,北京,工司,数据库,5%,不详,3,256,85%,10,30%,43,95%,0,不详,0,0
3314,融汇,58.5,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,"互联网期货,网络外汇",,,广东,广州,工司,数据库,12%,40%,3,118,85%,29,85%,0,不详,0,不详,0,1
1967,吉祥宝金融,57.5,2018-04-01,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,13%,55%,3,83,80%,1,不详,0,不详,0,不详,0,0
25761,宝付,56.25,2018-04-01,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,第三方支付,,,上海,上海,工司,数据库,不详,不详,3,274,90%,37,95%,21,95%,0,不详,0,0
28371,融金汇银,55.0,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,"门户导航,交易所",,,上海,上海,工司,数据库,不详,不详,3,119,80%,67,90%,0,不详,0,不详,0,0
2268,领奇理财,53.125,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,浙江,杭州,平台,网贷之家,不详,不详,3,91,85%,12,55%,0,不详,0,不详,0,0
4677,聚财,53.125,2018-04-01,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,309,95%,25,80%,0,不详,0,不详,0,0
5060,出钱宝,53.125,2018-04-01,2018-01-30,暂无,,不详,网络借贷,,,广东,东莞,工司,数据库,不详,不详,3,5,30%,6,65%,0,不详,0,不详,0,0
8205,国民财富,53.125,2018-04-01,2018-03-18,暂无,,不详,互联网基金销售,,,广东,深圳,工司,数据库,不详,不详,3,12,45%,5,45%,0,不详,0,不详,0,0
15490,淘金农场,53.125,2018-04-01,2018-03-18,暂无,,不详,非法集资,,,四川,成都,工司,数据库,不详,不详,3,105,30%,5,不详,0,不详,0,不详,0,0
17292,融融,53.125,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,223,95%,5,不详,0,不详,0,不详,0,0
15062,东北云,52.0,2018-04-01,2018-03-25,"诉讼记录多；
经营异常多；
",,不详,交易所,,,辽宁,鞍山,工司,数据库,不详,不详,3,2,不详,2,不详,2,85%,1,85%,0,0
13388,好易借,51.1875,2018-04-01,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,广州,工司,数据库,不详,不详,3,37,60%,17,70%,0,不详,1,85%,0,0
920,e路同心,51.125,2018-04-01,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,104,85%,9,55%,0,不详,0,不详,0,0
2194,聚宝珠,50.0,2018-04-01,2018-04-01,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,18,20%,0,不详,0,不详,0,不详,0,0
4245,银闪付,50.0,2018-04-01,2018-03-18,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,第三方支付,,,上海,上海,工司,数据库,不详,不详,3,417,90%,40,85%,1,80%,0,不详,0,0
12684,云闪付,50.0,2018-04-01,2018-04-01,"煽动性广告多；
",,不详,第三方支付,,,重庆,重庆,工司,数据库,不详,不详,3,867,95%,7,不详,0,不详,0,不详,0,0
22577,平台贷,50.0,2018-04-01,2018-04-01,暂无,,不详,"门户导航,网络借贷",,,浙江,杭州,工司,数据库,不详,不详,3,29,60%,6,45%,0,不详,0,不详,0,0
25929,吉强贷,50.0,2018-04-01,2018-01-30,暂无,,不详,网络借贷,,终止运营,河北,石家庄,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
26385,简理财,50.0,2018-04-01,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,北京,北京,工司,数据库,不详,不详,3,447,90%,5,60%,1,80%,0,不详,0,0
455,绿能宝,91.0,2018-03-25,2018-01-10,"负面舆情多；
诉讼记录多；
经营异常多；
",,不详,网络借贷,,提现困难,江苏,苏州,平台,网贷之家,5%,不详,3,108,75%,126,90%,19,90%,1,85%,1,0
16073,投天下,91.0,2018-03-25,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,55,50%,73,80%,0,不详,0,不详,0,0
1847,易贷在线,88.0,2018-03-25,2018-01-10,"收益率过高；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,18%,85%,3,1,不详,0,不详,0,不详,0,不详,0,0
339,钱富通,87.0,2018-03-25,2018-01-31,暂无,,不详,"互联网资产管理,网络借贷,互联网基金销售",,,广东,深圳,平台,网贷之家,18%,75%,3,31,50%,1,不详,0,不详,0,不详,0,0
1521,振源财富,87.0,2018-03-25,2018-01-10,"经营异常多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,1,85%,0,0
2312,绿谷贷融资,87.0,2018-03-25,2018-01-10,"诉讼记录多；
",,不详,N,,,浙江,丽水,平台,网贷之家,18%,75%,3,0,不详,0,不详,8,90%,0,不详,0,0
2675,财智投资,87.0,2018-03-25,2018-01-30,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,30,不详,74,55%,0,不详,0,不详,0,0
1524,鼎鑫财富,82.0,2018-03-25,2018-01-10,暂无,,不详,网络借贷,,停业,湖南,岳阳,平台,网贷之家,17%,75%,3,3,30%,1,不详,0,不详,0,不详,0,0
13571,今朝资产,82.0,2018-03-25,2018-01-30,"负面舆情多；
经营异常多；
",,不详,催收,,,湖南,长沙,工司,数据库,不详,不详,3,21,65%,54,95%,0,不详,1,85%,0,0
15228,颜值贷,82.0,2018-03-25,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,21,不详,29,不详,0,不详,0,不详,0,0
1234,财富农场,81.0,2018-03-25,2018-03-18,暂无,,不详,互联网资产管理,,,上海,上海,平台,网贷之家,9%,10%,3,4,不详,27,不详,0,不详,0,不详,0,0
2676,财优优,81.0,2018-03-25,2018-01-10,"煽动性广告多；
",,不详,,,,,,平台,网贷之家,不详,不详,3,228,85%,35,75%,0,不详,0,不详,0,0
